id,name,description,artifact
org.openrewrite.terraform.azure.EnsureAzureNetworkWatcherNSGFlowLogsRetentionIsGreaterThan90Days,Ensure Azure Network Watcher NSG flow logs retention is greater than 90 days,Ensure Azure Network Watcher NSG flow logs retention is greater than 90 days.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAzureAppServiceWebAppRedirectsHTTPToHTTPS,Ensure Azure App Service Web app redirects HTTP to HTTPS,Ensure Azure App Service Web app redirects HTTP to HTTPS.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureWebAppUsesTheLatestVersionOfTLSEncryption,Ensure Web App uses the latest version of TLS encryption,Ensure Web App uses the latest version of TLS encryption.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureWebAppHasIncomingClientCertificatesEnabled,Ensure Web App has incoming client certificates enabled,Ensure Web App has incoming client certificates enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureWebAppUsesTheLatestVersionOfHTTP,Ensure Web App uses the latest version of HTTP,Ensure Web App uses the latest version of HTTP.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureStandardPricingTierIsSelected,Ensure standard pricing tier is selected,Ensure standard pricing tier is selected.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureASecurityContactPhoneNumberIsPresent,Ensure a security contact phone number is present,Ensure a security contact phone number is present.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureSendEmailNotificationForHighSeverityAlertsIsEnabled,Ensure Send email notification for high severity alerts is enabled,Ensure Send email notification for high severity alerts is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureSendEmailNotificationForHighSeverityAlertsToAdminsIsEnabled,Ensure Send email notification for high severity alerts to admins is enabled,Ensure Send email notification for high severity alerts to admins is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAzureSQLServerAuditLogRetentionIsGreaterThan90Days,Ensure Azure SQL server audit log retention is greater than 90 days,Ensure Azure SQL server audit log retention is greater than 90 days.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAzureSQLServerThreatDetectionAlertsAreEnabledForAllThreatTypes,Ensure Azure SQL Server threat detection alerts are enabled for all threat types,Ensure Azure SQL Server threat detection alerts are enabled for all threat types.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAzureSQLServerSendAlertsToFieldValueIsSet,Ensure Azure SQL server send alerts to field value is set,Ensure Azure SQL server send alerts to field value is set.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureMSSQLServersHaveEmailServiceAndCoAdministratorsEnabled,Ensure MSSQL servers have email service and co-administrators enabled,Ensure MSSQL servers have email service and co-administrators enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureMySQLServerDatabasesHaveEnforceSSLConnectionEnabled,Ensure MySQL server databases have Enforce SSL connection enabled,Ensure MySQL server databases have Enforce SSL connection enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAzurePostgreSQLDatabaseServerWithSSLConnectionIsEnabled,Ensure Azure PostgreSQL database server with SSL connection is enabled,Ensure Azure PostgreSQL database server with SSL connection is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.SetAzureStorageAccountDefaultNetworkAccessToDeny,Set Azure Storage Account default network access to deny,Ensure Azure Storage Account default network access is set to Deny.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnableAzureStorageAccountTrustedMicrosoftServicesAccess,Enable Azure Storage Account Trusted Microsoft Services access,Certain Microsoft services that interact with storage accounts operate from networks that cannot be granted access through network rules. Using this configuration you can allow the set of trusted Microsoft services to bypass those network rules.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureActivityLogRetentionIsSetTo365DaysOrGreater,Ensure activity log retention is set to 365 days or greater,Ensure activity log retention is set to 365 days or greater.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureLogProfileIsConfiguredToCaptureAllActivities,Ensure log profile is configured to capture all activities,Ensure log profile is configured to capture all activities.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAllKeysHaveAnExpirationDate,Ensure all keys have an expiration date,Ensure all keys have an expiration date.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAKVSecretsHaveAnExpirationDateSet,Ensure AKV secrets have an expiration date set,Ensure AKV secrets have an expiration date set.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAzureKeyVaultIsRecoverable,Ensure Azure key vault is recoverable,Ensure Azure key vault is recoverable.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureStorageAccountUsesLatestTLSVersion,Ensure storage account uses latest TLS version,Communication between an Azure Storage account and a client application is encrypted using Transport Layer Security (TLS). Microsoft recommends using the latest version of TLS for all your Microsoft Azure App Service web applications.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsurePublicNetworkAccessEnabledIsSetToFalseForMySQLServers,Ensure public network access enabled is set to False for mySQL servers,Ensure public network access enabled is set to False for mySQL servers.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureMySQLIsUsingTheLatestVersionOfTLSEncryption,Ensure MySQL is using the latest version of TLS encryption,Ensure MySQL is using the latest version of TLS encryption.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAppServiceEnablesHTTPLogging,Ensure app service enables HTTP logging,Ensure app service enables HTTP logging.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAppServiceEnablesDetailedErrorMessages,Ensure app service enables detailed error messages,Ensure app service enables detailed error messages.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAppServiceEnablesFailedRequestTracing,Ensure app service enables failed request tracing,Ensure app service enables failed request tracing.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsurePostgreSQLServerDisablesPublicNetworkAccess,Ensure PostgreSQL server disables public network access,Ensure PostgreSQL server disables public network access.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureManagedIdentityProviderIsEnabledForAppServices,Ensure managed identity provider is enabled for app services,Ensure managed identity provider is enabled for app services.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureFTPDeploymentsAreDisabled,Ensure FTP Deployments are disabled,Ensure FTP Deployments are disabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAppServicesUseAzureFiles,Ensure app services use Azure files,Ensure app services use Azure files.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureMySQLServerDisablesPublicNetworkAccess,Ensure MySQL server disables public network access,Ensure MySQL server disables public network access.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureMySQLServerEnablesGeoRedundantBackups,Ensure MySQL server enables geo-redundant backups,Ensure MySQL server enables geo-redundant backups.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnableGeoRedundantBackupsOnPostgreSQLServer,Enable geo-redundant backups on PostgreSQL server,Ensure PostgreSQL server enables geo-redundant backups.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureKeyVaultAllowsFirewallRulesSettings,Ensure key vault allows firewall rules settings,Ensure key vault allows firewall rules settings.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureKeyVaultEnablesPurgeProtection,Ensure key vault enables purge protection,Ensure key vault enables purge protection.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureKeyVaultKeyIsBackedByHSM,Ensure key vault key is backed by HSM,Ensure key vault key is backed by HSM.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureKeyVaultSecretsHaveContentTypeSet,Ensure key vault secrets have `content_type` set,Ensure key vault secrets have `content_type` set.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAKSPoliciesAddOn,Ensure AKS policies add-on,Azure Policy Add-on for Kubernetes service (AKS) extends Gatekeeper v3 an admission controller webhook for Open Policy Agent (OPA) to apply at-scale enforcements and safeguards on your clusters in a centralized consistent manner.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureAzureApplicationGatewayHasWAFEnabled,Ensure Azure application gateway has WAF enabled,Ensure Azure application gateway has WAF enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsureMySQLServerEnablesThreatDetectionPolicy,Ensure MySQL server enables Threat Detection policy,Ensure MySQL server enables Threat Detection policy.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsurePostgreSQLServerEnablesThreatDetectionPolicy,Ensure PostgreSQL server enables Threat Detection policy,Ensure PostgreSQL server enables Threat Detection policy.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.azure.EnsurePostgreSQLServerEnablesInfrastructureEncryption,Ensure PostgreSQL server enables infrastructure encryption,Ensure PostgreSQL server enables infrastructure encryption.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.GCPBestPractices,Best practices for GCP,Securely operate on Google Cloud Platform.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureGCPKubernetesClusterNodeAutoRepairConfigurationIsEnabled,Ensure GCP Kubernetes cluster node auto-repair configuration is enabled,Ensure GCP Kubernetes cluster node auto-repair configuration is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnablePodSecurityPolicyControllerOnGKEClusters,Enable `PodSecurityPolicy` controller on Google Kubernetes Engine (GKE) clusters,Ensure `PodSecurityPolicy` controller is enabled on Google Kubernetes Engine (GKE) clusters.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsurePrivateClusterIsEnabledWhenCreatingKubernetesClusters,Ensure private cluster is enabled when creating Kubernetes clusters,Ensure private cluster is enabled when creating Kubernetes clusters.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnableVPCFlowLogsForSubnetworks,Enable VPC Flow Logs for subnetworks,Ensure GCP VPC flow logs for subnets are enabled. Flow Logs capture information on IP traffic moving through network interfaces. This information can be used to monitor anomalous traffic and provide security insights.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureGCPCloudStorageBucketWithUniformBucketLevelAccessAreEnabled,Ensure GCP cloud storage bucket with uniform bucket-level access are enabled,Ensure GCP cloud storage bucket with uniform bucket-level access are enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureGCPVMInstancesHaveBlockProjectWideSSHKeysFeatureEnabled,Ensure GCP VM instances have block project-wide SSH keys feature enabled,Ensure GCP VM instances have block project-wide SSH keys feature enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureIPForwardingOnInstancesIsDisabled,Ensure IP forwarding on instances is disabled,Ensure IP forwarding on instances is disabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureComputeInstancesLaunchWithShieldedVMEnabled,Ensure compute instances launch with shielded VM enabled,Ensure compute instances launch with shielded VM enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnableVPCFlowLogsAndIntranodeVisibility,Enable VPC flow logs and intranode visibility,Enable VPC flow logs and intranode visibility.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureBinaryAuthorizationIsUsed,Ensure binary authorization is used,Ensure binary authorization is used.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureGCPKubernetesEngineClustersHaveLegacyComputeEngineMetadataEndpointsDisabled,Ensure GCP Kubernetes engine clusters have legacy compute engine metadata endpoints disabled,Ensure GCP Kubernetes engine clusters have legacy compute engine metadata endpoints disabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureSecureBootForShieldedGKENodesIsEnabled,Ensure secure boot for shielded GKE nodes is enabled,Ensure secure boot for shielded GKE nodes is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureTheGKEMetadataServerIsEnabled,Ensure the GKE metadata server is enabled,Ensure the GKE metadata server is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.gcp.EnsureShieldedGKENodesAreEnabled,Ensure shielded GKE nodes are enabled,Ensure shielded GKE nodes are enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.AWSBestPractices,Best practices for AWS,Securely operate on Amazon Web Services.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptEBSVolumes,Encrypt EBS volumes,Encrypting EBS volumes ensures that replicated copies of your images are secure even if they are accidentally exposed. AWS EBS encryption uses AWS KMS customer master keys (CMK) when creating encrypted volumes and snapshots. Storing EBS volumes in their encrypted state reduces the risk of data exposure or data loss.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptEBSSnapshots,Encrypt EBS snapshots,EBS snapshots should be encrypted as they often include sensitive information customer PII or CPNI.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSElasticsearchDomainEncryptionForDataAtRestIsEnabled,Ensure AWS Elasticsearch domain encryption for data at rest is enabled,Ensure AWS Elasticsearch domain encryption for data at rest is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSElasticsearchHasNodeToNodeEncryptionEnabled,Ensure AWS Elasticsearch has node-to-node encryption enabled,Ensure AWS Elasticsearch has node-to-node encryption enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSCMKRotationIsEnabled,Ensure AWS CMK rotation is enabled,Ensure AWS CMK rotation is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptEBSVolumeLaunchConfiguration,Encrypt EBS volume launch configurations,EBS volumes allow you to create encrypted launch configurations when creating EC2 instances and auto scaling. When the entire EBS volume is encrypted data stored at rest on the volume disk I/O snapshots created from the volume and data in-transit between EBS and EC2 are all encrypted.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureIAMPasswordPolicyExpiresPasswordsWithin90DaysOrLess,Ensure IAM password policy expires passwords within 90 days or less,Ensure IAM password policy expires passwords within 90 days or less.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSIAMPasswordPolicyHasAMinimumOf14Characters,Ensure AWS IAM password policy has a minimum of 14 characters,Ensure AWS IAM password policy has a minimum of 14 characters.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureIAMPasswordPolicyRequiresAtLeastOneLowercaseLetter,Ensure IAM password policy requires at least one lowercase letter,Ensure IAM password policy requires at least one lowercase letter.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureIAMPasswordPolicyRequiresAtLeastOneNumber,Ensure IAM password policy requires at least one number,Ensure IAM password policy requires at least one number.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureIAMPasswordPolicyPreventsPasswordReuse,Ensure IAM password policy prevents password reuse,Ensure IAM password policy prevents password reuse.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureIAMPasswordPolicyRequiresAtLeastOneSymbol,Ensure IAM password policy requires at least one symbol,Ensure IAM password policy requires at least one symbol.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureIAMPasswordPolicyRequiresAtLeastOneUppercaseLetter,Ensure IAM password policy requires at least one uppercase letter,Ensure IAM password policy requires at least one uppercase letter.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptRDSClusters,Encrypt RDS clusters,Native RDS encryption helps protect your cloud applications and fulfils compliance requirements for data-at-rest encryption.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSRDSDatabaseInstanceIsNotPubliclyAccessible,Ensure AWS RDS database instance is not publicly accessible,Ensure AWS RDS database instance is not publicly accessible.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureTheS3BucketHasAccessLoggingEnabled,Ensure the S3 bucket has access logging enabled,Ensure the S3 bucket has access logging enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureDataStoredInAnS3BucketIsSecurelyEncryptedAtRest,Ensure data stored in an S3 bucket is securely encrypted at rest,Ensure data stored in an S3 bucket is securely encrypted at rest.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSS3ObjectVersioningIsEnabled,Ensure AWS S3 object versioning is enabled,Ensure AWS S3 object versioning is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnableDynamoDbPITR,Enable point-in-time recovery for DynamoDB,DynamoDB Point-In-Time Recovery (PITR) is an automatic backup service for DynamoDB table data that helps protect your DynamoDB tables from accidental write or delete operations.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptElastiCacheRedisAtRest,Encrypt ElastiCache Redis at rest,ElastiCache for Redis offers default encryption at rest as a service.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptElastiCacheRedisInTransit,Encrypt ElastiCache Redis in transit,ElastiCache for Redis offers optional encryption in transit. In-transit encryption provides an additional layer of data protection when transferring data over standard HTTPS protocol.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnableECRScanOnPush,Scan images pushed to ECR,ECR Image Scanning assesses and identifies operating system vulnerabilities. Using automated image scans you can ensure container image vulnerabilities are found before getting pushed to production.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.UseHttpsForCloudfrontDistribution,Use HTTPS for Cloudfront distribution,Secure communication by default.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureCloudTrailLogFileValidationIsEnabled,Ensure CloudTrail log file validation is enabled,Ensure CloudTrail log file validation is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAmazonEKSControlPlaneLoggingEnabledForAllLogTypes,Ensure Amazon EKS control plane logging enabled for all log types,Ensure Amazon EKS control plane logging enabled for all log types.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSEKSClusterEndpointAccessIsPubliclyDisabled,Ensure AWS EKS cluster endpoint access is publicly disabled,Ensure AWS EKS cluster endpoint access is publicly disabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSEFSWithEncryptionForDataAtRestIsEnabled,Ensure AWS EFS with encryption for data at rest is enabled,Ensure AWS EFS with encryption for data at rest is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureKinesisStreamIsSecurelyEncrypted,Ensure Kinesis Stream is securely encrypted,Ensure Kinesis Stream is securely encrypted.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptNeptuneStorage,Encrypt Neptune storage,Encryption of Neptune storage protects data and metadata against unauthorized access.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptDAXStorage,Encrypt DAX storage at rest,DAX encryption at rest automatically integrates with AWS KMS for managing the single service default key used to encrypt clusters.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSLambdaFunctionsHaveTracingEnabled,Ensure AWS Lambda functions have tracing enabled,Ensure AWS Lambda functions have tracing enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.ImmutableECRTags,Make ECR tags immutable,Amazon ECR supports immutable tags preventing image tags from being overwritten. In the past ECR tags could have been overwritten this could be overcome by requiring users to uniquely identify an image using a naming convention.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptRedshift,Encrypt Redshift storage at rest,Redshift clusters should be securely encrypted at rest.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptDocumentDB,Encrypt DocumentDB storage,The encryption feature available for Amazon DocumentDB clusters provides an additional layer of data protection by helping secure your data against unauthorized access to the underlying storage.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.DisableInstanceMetadataServiceV1,Disable Instance Metadata Service version 1,As a request/response method IMDSv1 is prone to local misconfigurations.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSElasticsearchDomainsHaveEnforceHTTPSEnabled,Ensure AWS Elasticsearch domains have `EnforceHTTPS` enabled,Ensure AWS Elasticsearch domains have `EnforceHTTPS` enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptAuroraClusters,Encrypt Aurora clusters,Native Aurora encryption helps protect your cloud applications and fulfils compliance requirements for data-at-rest encryption.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptEFSVolumesInECSTaskDefinitionsInTransit,Encrypt EFS Volumes in ECS Task Definitions in transit,Enable attached EFS definitions in ECS tasks to use encryption in transit.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureAWSLambdaFunctionIsConfiguredForFunctionLevelConcurrentExecutionLimit,Ensure AWS Lambda function is configured for function-level concurrent execution limit,Ensure AWS Lambda function is configured for function-level concurrent execution limit.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureEnhancedMonitoringForAmazonRDSInstancesIsEnabled,Ensure enhanced monitoring for Amazon RDS instances is enabled,Ensure enhanced monitoring for Amazon RDS instances is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnableApiGatewayCaching,Enable API gateway caching,Enable caching for all methods of API Gateway.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureDetailedMonitoringForEC2InstancesIsEnabled,Ensure detailed monitoring for EC2 instances is enabled,Ensure detailed monitoring for EC2 instances is enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureRespectiveLogsOfAmazonRDSAreEnabled,Ensure respective logs of Amazon RDS are enabled,Ensure respective logs of Amazon RDS are enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureVPCSubnetsDoNotAssignPublicIPByDefault,Ensure VPC subnets do not assign public IP by default,Ensure VPC subnets do not assign public IP by default.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureEC2IsEBSOptimized,Ensure EC2 is EBS optimized,Ensure EC2 is EBS optimized.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureECRRepositoriesAreEncrypted,Ensure ECR repositories are encrypted,Ensure ECR repositories are encrypted.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EncryptCodeBuild,Encrypt CodeBuild projects,Build artifacts such as a cache logs exported raw test report data files and build results are encrypted by default using CMKs for Amazon S3 that are managed by the AWS Key Management Service.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureRDSInstancesHaveMultiAZEnabled,Ensure RDS instances have Multi-AZ enabled,Ensure RDS instances have Multi-AZ enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.terraform.aws.EnsureRDSDatabaseHasIAMAuthenticationEnabled,Ensure RDS database has IAM authentication enabled,Ensure RDS database has IAM authentication enabled.,org.openrewrite.recipe:rewrite-terraform:3.10.0-20251021.180330-13
org.openrewrite.java.testing.arquillian.ReplaceArquillianInSequenceAnnotation,Arquillian JUnit 4 `@InSequence` to JUnit Jupiter `@Order`,Transforms the Arquillian JUnit 4 `@InSequence` to the JUnit Jupiter `@Order`.,org.openrewrite.recipe:rewrite-testing-frameworks:3.20.0-20251022.070326-13
org.openrewrite.java.testing.assertj.AdoptAssertJDurationAssertions,Adopt AssertJ Duration assertions,Adopt AssertJ `DurationAssert` assertions for more expressive messages.,org.openrewrite.recipe:rewrite-testing-frameworks:3.20.0-20251022.070326-13
